DateKey,ProductKey,CustomerKey,Quantity,NetPrice,Revenue
2008-02-21,669,19053,3,174.84,524.52
2008-02-21,51,19042,3,185.9535,557.8605
2008-02-21,39,19041,3,278.2839,834.8517
2008-02-21,1717,17522,4,65.2209,260.8836
2008-02-21,1733,8429,4,21.1928,84.7712
2008-02-21,691,19053,4,219.48,877.92
2008-02-21,672,19053,4,157.17,628.68
2008-02-21,669,19053,4,174.84,699.36
2008-02-21,39,19041,4,278.2839,1113.1356
2008-02-24,1769,412,1,31.62,31.62
2008-02-24,1769,413,1,31.62,31.62
2008-02-24,1769,419,1,31.62,31.62
2008-02-24,367,12976,1,303.18,303.18
2008-02-24,367,12980,1,303.18,303.18
2008-02-24,367,12983,1,303.18,303.18
2008-02-24,367,13015,1,303.18,303.18
2008-02-24,1584,9843,1,9.2907,9.2907
2008-02-24,1584,9844,1,9.2907,9.2907
2008-02-24,1584,9848,1,9.2907,9.2907
2008-02-24,1746,14769,1,101.37,101.37
2008-02-24,1746,14772,1,101.37,101.37
2008-02-24,1746,14774,1,101.37,101.37
2008-02-24,1674,17375,1,6.5007,6.5007
2008-02-24,1674,17383,1,6.5007,6.5007
2008-02-24,1674,17384,1,6.5007,6.5007
2008-02-24,1674,17389,1,6.5007,6.5007
2008-02-24,1674,17401,1,6.5007,6.5007
2008-02-24,1674,17410,1,6.5007,6.5007
2008-02-24,1674,17422,1,6.5007,6.5007
2008-02-24,1674,17424,1,6.5007,6.5007
2008-02-24,1674,17433,1,6.5007,6.5007
2008-02-24,1674,17435,1,6.5007,6.5007
2008-02-24,726,19053,1,136.71,136.71
2008-02-24,727,19053,1,174.84,174.84
2008-02-24,729,19053,1,112.53,112.53
2008-02-24,40,19041,1,278.2839,278.2839
2008-02-24,4,19041,1,20.0601,20.0601
2008-02-24,40,19041,2,278.2839,556.5678
2008-02-24,4,19041,2,20.0601,40.1202
2008-02-24,726,19053,2,136.71,273.42
2008-02-24,727,19053,2,174.84,349.68
2008-02-24,729,19053,2,112.53,225.06
2008-02-24,1674,17436,2,6.5007,13.0014
2008-02-24,367,13018,2,303.18,606.36
2008-02-24,1584,9846,2,9.2907,18.5814
2008-02-24,1746,14773,3,101.37,304.11
2008-02-24,1674,17382,3,6.5007,19.5021
2008-02-24,726,19053,3,136.71,410.13
2008-02-24,727,19053,3,174.84,524.52
2008-02-24,729,19053,3,112.53,337.59
2008-02-24,4,19041,3,20.0601,60.1803
2008-02-24,1752,18404,4,82.77,331.08
2008-02-24,1746,14770,4,101.37,405.48
2008-02-24,1674,17405,4,6.5007,26.0028
2008-02-24,1674,17431,4,6.5007,26.0028
2008-02-24,1674,17446,4,6.5007,26.0028
2008-02-24,1769,416,4,31.62,126.48
2008-02-24,726,19053,4,136.71,546.84
2008-02-24,727,19053,4,174.84,699.36
2008-02-24,729,19053,4,112.53,450.12
2008-02-24,40,19041,4,278.2839,1113.1356
2008-02-24,4,19041,4,20.0601,80.2404
2008-02-25,2492,18822,1,23.7405,23.7405
2008-02-25,2491,18822,1,23.7405,23.7405
2008-02-25,1682,10612,1,8.5405,8.5405
2008-02-25,1682,10616,1,8.5405,8.5405
2008-02-25,1682,10617,1,8.5405,8.5405
2008-02-25,1682,10620,1,8.5405,8.5405
2008-02-25,1682,10624,1,8.5405,8.5405
2008-02-25,1682,10625,1,8.5405,8.5405
2008-02-25,1682,10626,1,8.5405,8.5405
2008-02-25,1682,10627,1,8.5405,8.5405
2008-02-25,1682,10629,1,8.5405,8.5405
2008-02-25,1682,10631,1,8.5405,8.5405
2008-02-25,1682,10634,1,8.5405,8.5405
2008-02-25,1682,10635,1,8.5405,8.5405
2008-02-25,1682,10636,1,8.5405,8.5405
2008-02-25,1682,10637,1,8.5405,8.5405
2008-02-25,1682,10639,1,8.5405,8.5405
2008-02-25,1682,10640,1,8.5405,8.5405
2008-02-25,1682,10641,1,8.5405,8.5405
2008-02-25,1682,10642,1,8.5405,8.5405
2008-02-25,1682,10644,1,8.5405,8.5405
2008-02-25,1682,10645,1,8.5405,8.5405
2008-02-25,1682,10646,1,8.5405,8.5405
2008-02-25,1682,10647,1,8.5405,8.5405
2008-02-25,1682,10649,1,8.5405,8.5405
2008-02-25,1682,10650,1,8.5405,8.5405
2008-02-25,1682,10651,1,8.5405,8.5405
2008-02-25,1682,10652,1,8.5405,8.5405
2008-02-25,1682,10654,1,8.5405,8.5405
2008-02-25,1682,10655,1,8.5405,8.5405
2008-02-25,275,2030,1,189.05,189.05
2008-02-25,275,2056,1,189.05,189.05
2008-02-25,275,2057,1,189.05,189.05
2008-02-25,275,2058,1,189.05,189.05
2008-02-25,275,2059,1,189.05,189.05
2008-02-25,275,2061,1,189.05,189.05
2008-02-25,235,15102,1,759.05,759.05
2008-02-25,235,15103,1,759.05,759.05
2008-02-25,235,15104,1,759.05,759.05
2008-02-25,235,15105,1,759.05,759.05
2008-02-25,235,15110,1,759.05,759.05
2008-02-25,235,15111,1,759.05,759.05
2008-02-25,235,15112,1,759.05,759.05
2008-02-25,1790,512,1,40.85,40.85
2008-02-25,1790,515,1,40.85,40.85
2008-02-25,1790,517,1,40.85,40.85
2008-02-25,1790,936,1,40.85,40.85
2008-02-25,1803,41,1,30.4,30.4
2008-02-25,1803,131,1,30.4,30.4
2008-02-25,1803,134,1,30.4,30.4
2008-02-25,1803,136,1,30.4,30.4
2008-02-25,1803,141,1,30.4,30.4
2008-02-25,1803,510,1,30.4,30.4
2008-02-25,1541,18822,1,284.05,284.05
2008-02-25,2112,18822,1,751.45,751.45
2008-02-25,1655,18822,1,275.4905,275.4905
2008-02-25,2360,18822,1,189.9905,189.9905
2008-02-25,964,18822,1,275.5,275.5
2008-02-25,2041,18822,1,94.9905,94.9905
2008-02-25,1376,18822,1,29.45,29.45
2008-02-25,792,18822,1,26.505,26.505
2008-02-25,2200,18822,1,255.075,255.075
2008-02-25,1901,18822,1,265.9905,265.9905
2008-02-25,1347,18822,1,19.95,19.95
2008-02-25,2214,18822,1,604.1905,604.1905
2008-02-25,2358,18822,1,379.9905,379.9905
2008-02-25,1343,18822,1,29.45,29.45
2008-02-25,1215,18822,1,152,152
2008-02-25,962,18822,1,178.6,178.6
2008-02-25,1452,18822,1,278.35,278.35
2008-02-25,1373,18822,1,13.4805,13.4805
2008-02-25,1583,18822,1,13.1955,13.1955
2008-02-25,1469,18822,1,190,190
2008-02-26,1666,10826,1,15.7077,15.7077
2008-02-28,713,19053,1,148.8,148.8
2008-02-28,6,19041,1,20.0601,20.0601
2008-02-28,6,19041,2,20.0601,40.1202
2008-02-28,713,19053,2,148.8,297.6
2008-02-28,1718,1391,2,65.2209,130.4418
2008-02-28,1718,1401,2,65.2209,130.4418
2008-02-28,415,13109,2,303.18,606.36
2008-02-28,415,13118,2,303.18,606.36
2008-02-28,1771,11708,2,31.62,63.24
2008-02-28,1771,11867,2,31.62,63.24
2008-02-28,1671,2791,2,4.6407,9.2814
2008-02-28,1783,11701,3,39.99,119.97
2008-02-28,1671,2796,3,4.6407,13.9221
2008-02-28,713,19053,3,148.8,446.4
2008-02-28,6,19041,3,20.0601,60.1803
2008-02-28,1783,11706,4,39.99,159.96
2008-02-28,1671,2828,4,4.6407,18.5628
2008-02-28,6,19041,4,20.0601,80.2404
2008-02-29,224,15638,1,569.05,569.05
2008-02-29,224,15639,1,569.05,569.05
2008-02-29,224,15640,1,569.05,569.05
2008-02-29,224,15643,1,569.05,569.05
2008-02-29,224,15645,1,569.05,569.05
2008-02-29,1744,8217,1,26.6,26.6
2008-02-29,1744,8222,1,26.6,26.6
2008-02-29,1744,8223,1,26.6,26.6
2008-02-29,1744,8405,1,26.6,26.6
2008-02-29,1744,8634,1,26.6,26.6
2008-02-29,210,5505,1,284.05,284.05
2008-02-29,210,5506,1,284.05,284.05
2008-02-29,210,5669,1,284.05,284.05
2008-02-29,210,5715,1,284.05,284.05
2008-02-29,210,5717,1,284.05,284.05
2008-02-29,210,5721,1,284.05,284.05
2008-02-29,1718,8813,1,66.6235,66.6235
2008-02-29,1718,8814,1,66.6235,66.6235
2008-02-29,1718,8815,1,66.6235,66.6235
2008-02-29,1718,8817,1,66.6235,66.6235
2008-02-29,1718,8819,1,66.6235,66.6235
2008-02-29,1718,8820,1,66.6235,66.6235
2008-02-29,1718,8822,1,66.6235,66.6235
2008-02-29,1718,8825,1,66.6235,66.6235
2008-02-29,687,18852,1,198.55,198.55
2008-02-29,709,18852,1,110.2,110.2
2008-02-29,654,18852,1,122.55,122.55
2008-02-29,680,18852,1,110.2,110.2
2008-02-29,664,18852,1,217.55,217.55
2008-02-29,702,18852,1,75.05,75.05
2008-02-29,1623,18823,1,208.05,208.05
2008-02-29,1249,18823,1,47.4905,47.4905
2008-02-29,1008,18823,1,175.275,175.275
2008-02-29,1082,18823,1,288.8,288.8
2008-02-29,1406,18823,1,13.4805,13.4805
2008-02-29,1030,18823,1,140.6,140.6
2008-02-29,1016,18823,1,140.6,140.6
2008-02-29,1615,18823,1,275.4905,275.4905
2008-02-29,343,18823,1,1044.05,1044.05
2008-02-29,1966,18823,1,284.9905,284.9905
2008-02-29,2292,18823,1,75.9525,75.9525
2008-02-29,2392,18823,1,408.4905,408.4905
2008-02-29,2325,18823,1,28.4905,28.4905
2008-02-29,1532,18823,1,266,266
2008-02-29,1592,18823,1,17.0905,17.0905
2008-02-29,2351,18823,1,379.9905,379.9905
2008-02-29,1190,18823,1,156.75,156.75
2008-02-29,2232,18823,1,255.075,255.075
2008-02-29,1558,18823,1,361,361
2008-02-29,1197,18823,1,410.4,410.4
2008-02-29,356,18823,1,434.055,434.055
2008-02-29,2250,18823,1,113.9905,113.9905
2008-02-29,1247,18823,1,47.4905,47.4905
2008-02-29,429,18823,1,569.905,569.905
2008-02-29,946,18823,1,140.6,140.6
2008-02-29,1018,18823,1,178.6,178.6
2008-02-29,781,18823,1,15.675,15.675
2008-02-29,2315,18823,1,96.8905,96.8905
2008-02-29,1590,18823,1,21.7455,21.7455
2008-02-29,1996,18823,1,189.9905,189.9905
2008-02-29,423,18823,1,569.05,569.05
2008-02-29,599,18835,1,2180.25,2180.25
2008-02-29,599,18835,2,2180.25,4360.5
2008-02-29,224,15637,2,569.05,1138.1
2008-02-29,1008,18823,2,175.275,350.55
2008-02-29,1406,18823,2,13.4805,26.961
2008-02-29,1016,18823,2,140.6,281.2
2008-02-29,1615,18823,2,275.4905,550.981
2008-02-29,343,18823,2,1044.05,2088.1
2008-02-29,1966,18823,2,284.9905,569.981
2008-02-29,2392,18823,2,408.4905,816.981
2008-02-29,1532,18823,2,266,532
2008-02-29,709,18852,2,110.2,220.4
2008-02-29,1592,18823,2,17.0905,34.181
2008-02-29,2232,18823,2,255.075,510.15
2008-02-29,356,18823,2,434.055,868.11
2008-02-29,2250,18823,2,113.9905,227.981
2008-02-29,1247,18823,2,47.4905,94.981
2008-02-29,680,18852,2,110.2,220.4
2008-02-29,429,18823,2,569.905,1139.81
2008-02-29,946,18823,2,140.6,281.2
2008-02-29,1018,18823,2,178.6,357.2
2008-02-29,781,18823,2,15.675,31.35
2008-02-29,1590,18823,2,21.7455,43.491
2008-02-29,1190,18823,2,156.75,313.5
2008-02-29,702,18852,2,75.05,150.1
2008-02-29,1996,18823,2,189.9905,379.981
2008-02-29,423,18823,2,569.05,1138.1
2008-02-29,224,15642,3,569.05,1707.15
2008-02-29,1249,18823,3,47.4905,142.4715
2008-02-29,1082,18823,3,288.8,866.4
2008-02-29,1406,18823,3,13.4805,40.4415
2008-02-29,1030,18823,3,140.6,421.8
2008-02-29,687,18852,3,198.55,595.65
2008-02-29,1966,18823,3,284.9905,854.9715
2008-02-29,1718,8816,3,66.6235,199.8705
2008-02-29,709,18852,3,110.2,330.6
2008-02-29,2351,18823,3,379.9905,1139.9715
2008-02-29,1190,18823,3,156.75,470.25
2008-02-29,2232,18823,3,255.075,765.225
2008-02-29,1558,18823,3,361,1083
2008-02-29,654,18852,3,122.55,367.65
2008-02-29,1197,18823,3,410.4,1231.2
2008-02-29,1247,18823,3,47.4905,142.4715
2008-02-29,680,18852,3,110.2,330.6
2008-02-29,429,18823,3,569.905,1709.715
2008-02-29,946,18823,3,140.6,421.8
2008-02-29,664,18852,3,217.55,652.65
2008-02-29,1018,18823,3,178.6,535.8
2008-02-29,781,18823,3,15.675,47.025
2008-02-29,2315,18823,3,96.8905,290.6715
2008-02-29,1590,18823,3,21.7455,65.2365
2008-02-29,702,18852,3,75.05,225.15
2008-02-29,1996,18823,3,189.9905,569.9715
2008-02-29,423,18823,3,569.05,1707.15
2008-02-29,599,18835,3,2180.25,6540.75
2008-02-29,1623,18823,4,208.05,832.2
2008-02-29,1249,18823,4,47.4905,189.962
2008-02-29,1008,18823,4,175.275,701.1
2008-02-29,1030,18823,4,140.6,562.4
2008-02-29,1016,18823,4,140.6,562.4
2008-02-29,1615,18823,4,275.4905,1101.962
2008-02-29,1718,8821,4,66.6235,266.494
2008-02-29,2292,18823,4,75.9525,303.81
2008-02-29,2392,18823,4,408.4905,1633.962
2008-02-29,2325,18823,4,28.4905,113.962
2008-02-29,1532,18823,4,266,1064
2008-02-29,1592,18823,4,17.0905,68.362
2008-02-29,2351,18823,4,379.9905,1519.962
2008-02-29,1558,18823,4,361,1444
2008-02-29,1197,18823,4,410.4,1641.6
2008-02-29,356,18823,4,434.055,1736.22
2008-02-29,2250,18823,4,113.9905,455.962
2008-02-29,210,5716,4,284.05,1136.2
2008-02-29,429,18823,4,569.905,2279.62
2008-02-29,2315,18823,4,96.8905,387.562
2008-02-29,423,18823,4,569.05,2276.2
2008-03-01,1780,18355,2,34.4,68.8
2008-03-03,242,16091,1,844.55,844.55
2008-03-03,242,16092,1,844.55,844.55
2008-03-03,242,16094,1,844.55,844.55
2008-03-03,242,16095,1,844.55,844.55
2008-03-03,242,16096,1,844.55,844.55
2008-03-03,242,16097,1,844.55,844.55
2008-03-03,242,16099,1,844.55,844.55
2008-03-03,1732,9006,1,68.8275,68.8275
2008-03-03,1732,9007,1,68.8275,68.8275
2008-03-03,1732,9010,1,68.8275,68.8275
2008-03-03,1732,9011,1,68.8275,68.8275
2008-03-03,1732,9012,1,68.8275,68.8275
2008-03-03,1732,9013,1,68.8275,68.8275
2008-03-03,1757,13750,1,53.105,53.105
2008-03-03,1757,13752,1,53.105,53.105
2008-03-03,1757,13753,1,53.105,53.105
2008-03-03,1757,13754,1,53.105,53.105
2008-03-03,1757,13926,1,53.105,53.105
2008-03-03,1757,13927,1,53.105,53.105
2008-03-03,1757,13928,1,53.105,53.105
2008-03-03,49,6276,1,189.9525,189.9525
2008-03-03,49,6277,1,189.9525,189.9525
2008-03-03,49,6345,1,189.9525,189.9525
2008-03-03,49,6350,1,189.9525,189.9525
2008-03-03,1861,7762,1,949.905,949.905
2008-03-03,1861,7777,1,949.905,949.905
2008-03-03,1861,7778,1,949.905,949.905
2008-03-03,1861,7779,1,949.905,949.905
2008-03-03,1861,7780,1,949.905,949.905
2008-03-03,1861,7905,1,949.905,949.905
2008-03-03,1861,7911,1,949.905,949.905
2008-03-03,1861,7912,1,949.905,949.905
2008-03-03,1861,7917,1,949.905,949.905
2008-03-03,1861,8210,1,949.905,949.905
2008-03-03,1861,8211,1,949.905,949.905
2008-03-03,1861,8215,1,949.905,949.905
2008-03-03,1861,8217,1,949.905,949.905
2008-03-03,1861,8223,1,949.905,949.905
2008-03-03,1850,8819,1,1519.905,1519.905
2008-03-03,1850,8820,1,1519.905,1519.905
2008-03-03,1850,8821,1,1519.905,1519.905
2008-03-03,1850,8822,1,1519.905,1519.905
2008-03-03,1850,8825,1,1519.905,1519.905
2008-03-03,1724,13491,1,53.2,53.2
2008-03-03,1724,13493,1,53.2,53.2
2008-03-03,1724,13619,1,53.2,53.2
2008-03-03,1724,13620,1,53.2,53.2
2008-03-03,218,16082,1,654.55,654.55
2008-03-03,218,16084,1,654.55,654.55
2008-03-03,218,16087,1,654.55,654.55
2008-03-03,218,16088,1,654.55,654.55
2008-03-03,218,16089,1,654.55,654.55
2008-03-03,264,16104,1,456,456
2008-03-03,264,16105,1,456,456
2008-03-03,264,16106,1,456,456
2008-03-03,264,16108,1,456,456
2008-03-03,1896,7918,1,949.05,949.05
2008-03-03,1896,7934,1,949.05,949.05
2008-03-03,1896,7976,1,949.05,949.05
2008-03-03,1896,8204,1,949.05,949.05
2008-03-03,1896,8205,1,949.05,949.05
2008-03-03,1896,8207,1,949.05,949.05
2008-03-03,1896,8209,1,949.05,949.05
2008-03-03,1769,9015,1,32.3,32.3
2008-03-03,1769,9016,1,32.3,32.3
2008-03-03,1769,9018,1,32.3,32.3
2008-03-03,1769,9019,1,32.3,32.3
2008-03-03,1769,9020,1,32.3,32.3
2008-03-03,1769,9021,1,32.3,32.3
2008-03-03,1769,9023,1,32.3,32.3
2008-03-03,1769,9025,1,32.3,32.3
2008-03-03,1769,9026,1,32.3,32.3
2008-03-03,1769,9027,1,32.3,32.3
2008-03-03,1769,9028,1,32.3,32.3
2008-03-03,1769,9030,1,32.3,32.3
2008-03-03,1769,9031,1,32.3,32.3
2008-03-03,1769,9032,1,32.3,32.3
2008-03-03,1885,8832,1,1519.05,1519.05
2008-03-03,1885,8833,1,1519.05,1519.05
2008-03-03,1885,8835,1,1519.05,1519.05
2008-03-03,1885,8836,1,1519.05,1519.05
2008-03-03,1820,13649,1,30.4,30.4
2008-03-03,1820,13651,1,30.4,30.4
2008-03-03,1820,13652,1,30.4,30.4
2008-03-03,1820,13653,1,30.4,30.4
2008-03-03,1820,13733,1,30.4,30.4
2008-03-03,1820,13737,1,30.4,30.4
2008-03-03,1820,13738,1,30.4,30.4
2008-03-03,1822,13741,1,30.4,30.4
2008-03-03,1822,13742,1,30.4,30.4
2008-03-03,1822,13743,1,30.4,30.4
2008-03-03,1822,13746,1,30.4,30.4
2008-03-03,1822,13748,1,30.4,30.4
2008-03-03,1822,13930,1,30.4,30.4
2008-03-03,1822,13931,1,30.4,30.4
2008-03-03,1822,13956,1,30.4,30.4
2008-03-03,1822,13958,1,30.4,30.4
2008-03-03,1822,14004,1,30.4,30.4
2008-03-03,1822,14005,1,30.4,30.4
2008-03-03,1822,14006,1,30.4,30.4
2008-03-03,733,18853,1,150.1,150.1
2008-03-03,692,18853,1,235.6,235.6
2008-03-03,683,18853,1,122.55,122.55
2008-03-03,1245,18824,1,159.6,159.6
2008-03-03,2100,18824,1,1401.25,1401.25
2008-03-03,354,18824,1,363.8025,363.8025
2008-03-03,2403,18824,1,104.4905,104.4905
2008-03-03,1914,18824,1,123.4905,123.4905
2008-03-03,1453,18824,1,245.1,245.1
2008-03-03,2200,18824,1,255.075,255.075
2008-03-03,2469,18824,1,29.4405,29.4405
2008-03-03,2410,18824,1,28.4905,28.4905
2008-03-03,2189,18824,1,154.85,154.85
2008-03-03,1273,18824,1,6.6025,6.6025
2008-03-03,2207,18824,1,322.05,322.05
2008-03-03,1908,18824,1,123.4905,123.4905
2008-03-03,431,18824,1,350.55,350.55
2008-03-03,2225,18824,1,218.4905,218.4905
2008-03-03,2130,18824,1,422.75,422.75
2008-03-03,2045,18824,1,170.9905,170.9905
2008-03-03,1205,18824,1,1501,1501
2008-03-03,1255,18824,1,18.9905,18.9905
2008-03-03,959,18824,1,190,190
2008-03-03,2267,18824,1,96.8905,96.8905
2008-03-03,888,18824,1,47.5,47.5
2008-03-03,1199,18824,1,389.5,389.5
2008-03-03,515,18824,1,56.05,56.05
2008-03-03,2312,18824,1,255.075,255.075
2008-03-03,1331,18824,1,25.6405,25.6405
2008-03-03,1920,18824,1,123.4905,123.4905
2008-03-03,1530,18824,1,252.7,252.7
2008-03-03,315,18824,1,189.05,189.05
2008-03-03,2206,18824,1,604.1905,604.1905
2008-03-03,1122,18824,1,315.4,315.4
2008-03-03,326,18824,1,284.05,284.05
2008-03-03,1092,18824,1,639.35,639.35
2008-03-03,2016,18824,1,132.9905,132.9905
2008-03-03,1364,18824,1,25.6405,25.6405
2008-03-03,2283,18824,1,96.8905,96.8905
2008-03-03,308,18824,1,475,475
2008-03-03,500,18824,1,65.55,65.55
2008-03-03,2187,18824,1,123.405,123.405
2008-03-03,1067,18824,1,321.1,321.1
2008-03-03,1244,18824,1,169.1,169.1
2008-03-03,1608,18824,1,104.4905,104.4905
